X,Y,Z,CU_pct,AU_gpt,DENSITY,Hole ID
445225.225586,493807.816985,2857.000629,1.16,0.63,2.96,WP026
445224.641500,493807.841284,2855.087973,1.77,0.65,2.92,WP026
445224.057476,493807.866782,2853.175313,1.85,0.68,2.98,WP026
445223.473514,493807.893479,2851.262652,1.7,0.77,3.01,WP026
445222.889614,493807.921375,2849.349988,1.6,0.62,3,WP026
445222.305777,493807.950470,2847.437323,1.94,0.85,2.96,WP026
445221.722002,493807.980764,2845.524657,2.67,4.6,3.16,WP026
445221.138290,493808.012257,2843.611992,1.62,1.52,3.04,WP026
445220.554641,493808.044948,2841.699328,1.68,1.07,3.01,WP026
445219.971056,493808.078839,2839.786665,1.15,0.49,2.92,WP026
445219.387534,493808.113928,2837.874004,1.71,0.71,3.07,WP026
445218.804076,493808.150216,2835.961346,1.91,0.65,2.97,WP026
445218.220681,493808.187703,2834.048692,1.27,0.67,3.01,WP026
445217.637351,493808.226389,2832.136042,1.5,0.36,3.01,WP026
445217.054086,493808.266274,2830.223398,1.66,0.38,3.05,WP026
445216.470884,493808.307357,2828.310759,2.68,1.15,3.24,WP026
445215.887748,493808.349639,2826.398126,1.42,0.47,2.99,WP026
445215.304677,493808.393120,2824.485500,0.95,0.25,2.99,WP026
445214.721670,493808.437800,2822.572882,1.1,0.12,2.94,WP026
445214.138726,493808.483578,2820.660271,1.29,0.27,2.93,WP026
445213.555819,493808.529855,2818.747661,1.21,0.16,2.98,WP026
445212.972948,493808.576531,2816.835050,1.56,0.24,3.06,WP026
445212.390111,493808.623606,2814.922438,1.75,0.21,3,WP026
445211.807308,493808.671079,2813.009825,0.74,0.11,2.94,WP026
445211.224541,493808.718951,2811.097211,0.37,0.04,2.92,WP026
445210.641808,493808.767222,2809.184597,0.42,0.03,2.93,WP026
445210.059110,493808.815891,2807.271983,0.44,0.03,2.96,WP026
445209.476446,493808.864959,2805.359368,0.74,0.05,2.88,WP026
445208.893818,493808.914426,2803.446753,0.3,0.02,2.92,WP026
445208.311224,493808.964292,2801.534137,0.27,0.02,3,WP026
445207.728665,493809.014556,2799.621522,0.43,0.04,2.97,WP026
445207.146141,493809.065219,2797.708906,0.37,0.05,2.86,WP026
445206.563651,493809.116281,2795.796290,0.36,0.08,3,WP026
445205.981197,493809.167741,2793.883675,0.33,1.71,2.9,WP026
445205.398778,493809.219600,2791.971059,0.31,0.04,2.94,WP026
445204.816393,493809.271858,2790.058444,0.41,0.05,2.91,WP026
445204.234043,493809.324514,2788.145829,1,0.12,2.84,WP026
445203.651729,493809.377569,2786.233214,1.27,0.31,3,WP026
445203.069449,493809.431023,2784.320600,1.65,0.46,2.97,WP026
445202.487205,493809.484876,2782.407986,2.49,0.54,2.96,WP026
445201.904995,493809.539127,2780.495373,1.67,0.56,3,WP026
445201.322821,493809.593777,2778.582761,1.53,0.97,2.99,WP026
445200.740682,493809.648825,2776.670149,1.84,0.62,3.02,WP026
445200.158578,493809.704272,2774.757538,2.01,0.65,2.96,WP026
445199.576509,493809.760118,2772.844928,2.14,0.54,2.99,WP026
445198.994474,493809.816327,2770.932318,1.16,0.24,3.06,WP026
445198.412472,493809.872864,2769.019708,2.16,0.32,2.92,WP026
445197.830503,493809.929728,2767.107098,1.87,0.54,2.9,WP026
445197.248566,493809.986919,2765.194487,1.72,0.68,2.94,WP026
445196.666663,493810.044439,2763.281876,1.34,0.26,3.05,WP026
445196.084793,493810.102285,2761.369266,1.33,0.51,2.94,WP026
445195.502955,493810.160460,2759.456655,2.17,0.52,3.06,WP026
445194.921151,493810.218962,2757.544043,1.35,0.34,3.01,WP026
445194.339379,493810.277791,2755.631432,1.11,0.47,3,WP026
445193.757641,493810.336948,2753.718821,1.13,0.45,2.94,WP026
445193.175935,493810.396433,2751.806211,1.19,0.34,2.94,WP026
445192.594263,493810.456245,2749.893600,1.42,0.72,2.96,WP026
445192.012624,493810.516384,2747.980989,2.32,0.56,2.98,WP026
445191.431017,493810.576852,2746.068379,1.37,1.57,2.97,WP026
445190.849444,493810.637646,2744.155769,1.1,0.16,3.02,WP026
445190.267785,493810.698759,2742.243196,1.49,0.5,2.94,WP026
445189.685326,493810.760131,2740.330874,1.81,0.38,2.97,WP026
445189.101949,493810.821752,2738.418840,2.42,0.43,2.86,WP026
445188.517654,493810.883622,2736.507094,1.54,0.25,2.98,WP026
445187.932440,493810.945741,2734.595638,1.54,0.21,2.97,WP026
445187.346308,493811.008110,2732.684471,0.98,0.15,3.02,WP026
445186.759258,493811.070728,2730.773593,1.39,0.4,3.01,WP026
445186.171291,493811.133595,2728.863007,1.85,0.38,3.01,WP026
445185.582406,493811.196712,2726.952711,2.05,0.43,2.97,WP026
445184.992604,493811.260077,2725.042706,1.6,0.39,2.98,WP026
445184.401884,493811.323692,2723.132993,1.28,0.32,2.92,WP026
445183.810247,493811.387556,2721.223573,2.4,0.49,3.32,WP026
445183.217693,493811.451669,2719.314445,1.42,0.24,2.92,WP026
445182.624222,493811.516032,2717.405610,1.49,0.29,2.97,WP026
445182.029835,493811.580643,2715.497069,1.79,0.46,2.92,WP026
445181.434531,493811.645504,2713.588822,1.8,0.39,2.97,WP026
445180.838310,493811.710613,2711.680870,1.62,0.37,2.96,WP026
445180.241173,493811.775972,2709.773213,1.45,0.32,2.93,WP026
445179.643120,493811.841579,2707.865851,1.75,0.34,2.97,WP026
445179.044151,493811.907436,2705.958786,1.95,0.29,3.04,WP026
445178.444267,493811.973542,2704.052017,1.26,0.17,2.98,WP026
445177.843466,493812.039897,2702.145544,1.49,0.32,3.02,WP026
445177.241750,493812.106500,2700.239370,1.41,0.84,2.94,WP026
445176.639119,493812.173353,2698.333493,1.81,0.78,3.05,WP026
445176.035572,493812.240455,2696.427915,1.44,0.51,2.9,WP026
445175.431110,493812.307805,2694.522635,1.42,0.37,2.94,WP026
445174.825734,493812.375405,2692.617655,1.33,0.44,2.96,WP026
445174.219442,493812.443253,2690.712975,2.24,0.36,2.91,WP026
445173.612236,493812.511351,2688.808595,2.11,0.14,2.98,WP026
445173.004116,493812.579697,2686.904516,2.09,0.42,3,WP026
445172.395081,493812.648292,2685.000737,2.16,0.31,3.01,WP026
445171.785131,493812.717136,2683.097261,1.52,0.44,2.97,WP026
445171.174268,493812.786229,2681.194087,1.69,0.51,2.93,WP026
445170.562491,493812.855570,2679.291215,1.29,0.15,3,WP026
445169.949800,493812.925160,2677.388647,2.87,0.4,2.93,WP026
445169.336196,493812.994999,2675.486382,1.16,0.31,3.05,WP026
445168.722135,493813.064963,2673.584269,1.21,0.2,2.91,WP026
445168.108074,493813.134926,2671.682156,1.85,0.34,2.91,WP026
445167.494012,493813.204890,2669.780042,1.82,0.42,2.86,WP026
445166.879951,493813.274853,2667.877929,1.51,0.44,2.88,WP026
445166.265890,493813.344817,2665.975816,1.52,0.56,2.88,WP026
445165.651829,493813.414780,2664.073703,1.2,0.61,2.91,WP026
445165.037768,493813.484743,2662.171590,2.56,0.41,2.97,WP026
445164.423706,493813.554707,2660.269477,2.75,0.41,3,WP026
445163.809645,493813.624670,2658.367364,2.2,0.25,2.89,WP026
445163.195584,493813.694634,2656.465251,2.06,0.49,2.86,WP026
445162.581523,493813.764597,2654.563138,1.87,0.61,2.97,WP026
445161.967462,493813.834561,2652.661025,2.27,0.86,2.96,WP026
445161.353401,493813.904524,2650.758912,1.31,2.45,2.83,WP026
445160.739339,493813.974487,2648.856799,1.64,0.45,2.84,WP026
445160.125278,493814.044451,2646.954686,1.82,0.49,2.82,WP026
445159.511217,493814.114414,2645.052573,1.57,0.86,2.9,WP026
445158.897156,493814.184378,2643.150460,1.91,1.23,2.89,WP026
445158.283095,493814.254341,2641.248347,1.32,0.23,2.86,WP026
445157.669034,493814.324305,2639.346234,1.53,0.43,2.86,WP026
445157.054972,493814.394268,2637.444121,2.12,0.46,2.75,WP026
445156.440911,493814.464231,2635.542008,1.6,1.65,2.96,WP026
445155.826850,493814.534195,2633.639895,1.62,1.11,2.88,WP026
445155.212789,493814.604158,2631.737782,1.41,1.05,2.88,WP026
445154.598728,493814.674122,2629.835669,1.64,0.97,2.84,WP026
445153.984666,493814.744085,2627.933556,2.22,0.91,2.84,WP026
445153.370605,493814.814049,2626.031443,2.18,0.81,2.83,WP026
445152.756544,493814.884012,2624.129330,1.78,0.31,2.88,WP026
445152.142483,493814.953976,2622.227217,2.12,1.32,2.82,WP026
445151.528422,493815.023939,2620.325104,2.03,0.7,2.89,WP026
445150.914361,493815.093902,2618.422991,1.24,0.43,2.92,WP026
445150.300299,493815.163866,2616.520878,1.2,0.38,2.82,WP026
445149.686238,493815.233829,2614.618765,1.24,0.35,2.85,WP026
445149.072177,493815.303793,2612.716652,1.35,0.4,2.89,WP026
445148.458116,493815.373756,2610.814538,1.19,0.3,2.9,WP026
445147.844055,493815.443720,2608.912425,1.96,0.49,2.9,WP026
445147.229994,493815.513683,2607.010312,1.18,0.32,2.86,WP026
445146.615932,493815.583646,2605.108199,1.35,0.3,2.91,WP026
445146.001871,493815.653610,2603.206086,1.54,0.9,2.85,WP026
445145.387810,493815.723573,2601.303973,1.38,0.43,2.94,WP026
445144.773749,493815.793537,2599.401860,1.17,0.89,2.98,WP026
445144.159688,493815.863500,2597.499747,1.26,0.28,2.83,WP026
445143.545626,493815.933464,2595.597634,1.38,0.68,2.88,WP026
445142.931565,493816.003427,2593.695521,1.54,0.34,2.85,WP026
445142.317504,493816.073390,2591.793408,1.09,0.24,2.93,WP026
445141.703443,493816.143354,2589.891295,1.21,0.54,2.91,WP026
445141.089382,493816.213317,2587.989182,1.31,1.05,2.86,WP026
445140.475321,493816.283281,2586.087069,1.44,2.8,2.85,WP026
445139.861259,493816.353244,2584.184956,1.56,1.29,2.88,WP026
445139.247198,493816.423208,2582.282843,1.78,0.33,2.96,WP026
445138.633137,493816.493171,2580.380730,1.7,0.6,2.99,WP026
445138.019076,493816.563135,2578.478617,1.01,0.38,2.94,WP026
445137.405015,493816.633098,2576.576504,1.55,0.74,2.91,WP026
445136.790954,493816.703061,2574.674391,1.04,0.44,2.89,WP026
445136.176892,493816.773025,2572.772278,1.45,0.34,2.92,WP026
445135.562831,493816.842988,2570.870165,1.73,0.57,2.97,WP026
445134.948770,493816.912952,2568.968052,1.98,1.19,3.02,WP026
445134.334709,493816.982915,2567.065939,2.14,0.44,2.85,WP026
445133.720648,493817.052879,2565.163826,1.4,0.37,2.86,WP026
445133.106586,493817.122842,2563.261713,1.11,0.24,2.92,WP026
445132.492525,493817.192805,2561.359600,1.27,0.35,2.96,WP026
445131.878464,493817.262769,2559.457487,1.43,0.14,2.92,WP026
445131.264403,493817.332732,2557.555374,2.25,0.33,2.92,WP026
445130.650342,493817.402696,2555.653261,1.18,0.27,2.98,WP026
445130.036281,493817.472659,2553.751148,1.16,0.16,2.92,WP026
445129.422219,493817.542623,2551.849034,1.6,0.44,2.85,WP026
445128.808158,493817.612586,2549.946921,1.04,0.33,2.89,WP026
445128.194097,493817.682549,2548.044808,1.13,0.38,2.88,WP026
445127.580036,493817.752513,2546.142695,1.35,0.37,2.83,WP026
445126.965975,493817.822476,2544.240582,1.37,0.31,2.94,WP026
445126.351914,493817.892440,2542.338469,1.22,0.38,2.86,WP026
445125.737852,493817.962403,2540.436356,0.88,0.23,2.98,WP026
445125.123791,493818.032367,2538.534243,0.8,0.44,2.97,WP026
445124.509730,493818.102330,2536.632130,0.79,0.14,2.97,WP026
445123.895669,493818.172293,2534.730017,1.13,2.32,2.9,WP026
445123.281608,493818.242257,2532.827904,0.78,0.55,2.91,WP026
445122.667546,493818.312220,2530.925791,1.2,0.27,3,WP026
445122.053485,493818.382184,2529.023678,1.64,0.54,2.94,WP026
445121.439424,493818.452147,2527.121565,1.37,0.38,2.91,WP026
445120.717900,493818.534354,2524.886577,1.89,0.5,3.01,WP026
445486.188980,493388.031000,2951.107711,,,,WP027
445485.504940,493388.031000,2949.228326,0.52,3.07,,WP027
445484.820899,493388.031000,2947.348941,0.82,1.81,,WP027
445484.136859,493388.031000,2945.469555,1.09,3.2,,WP027
445483.452819,493388.031000,2943.590170,1.33,1.75,,WP027
445482.768778,493388.031000,2941.710785,1.23,1.81,,WP027
445482.084738,493388.031000,2939.831400,0.84,0.91,,WP027
445481.400698,493388.031000,2937.952014,0.99,1.9,,WP027
445480.716658,493388.031000,2936.072629,0.91,1.13,,WP027
445480.032617,493388.031000,2934.193244,0.98,1.13,,WP027
445479.348577,493388.031000,2932.313859,1.02,0.47,2.5,WP027
445478.664537,493388.031000,2930.434473,1.13,0.54,2.44,WP027
445477.980496,493388.031000,2928.555088,1.03,0.96,2.17,WP027
445477.296456,493388.031000,2926.675703,0.68,1.03,2.45,WP027
445476.612416,493388.031000,2924.796318,1.04,0.56,2.29,WP027
445475.928376,493388.031000,2922.916932,1.38,2.07,2.47,WP027
445475.244335,493388.031000,2921.037547,0.51,7.1,2.88,WP027
445474.560295,493388.031000,2919.158162,0.53,0.55,2.89,WP027
445473.876255,493388.031000,2917.278777,0.32,0.3,3.11,WP027
445473.192214,493388.031000,2915.399391,0.35,0.23,2.97,WP027
445472.508174,493388.031000,2913.520006,0.51,0.55,3.15,WP027
445471.824134,493388.031000,2911.640621,0.63,0.61,3.07,WP027
445471.140094,493388.031000,2909.761236,0.44,1.01,2.65,WP027
445470.456053,493388.031000,2907.881850,0.55,0.31,3.2,WP027
445469.772013,493388.031000,2906.002465,0.82,0.96,3,WP027
445469.087973,493388.031000,2904.123080,0.76,8.3,2.96,WP027
445468.403932,493388.031000,2902.243695,0.72,2.39,3.12,WP027
445467.719892,493388.031000,2900.364309,0.46,3.38,3.04,WP027
445467.035852,493388.031000,2898.484924,0.68,1.22,3.06,WP027
445466.351812,493388.031000,2896.605539,0.53,0.66,3.06,WP027
445465.667771,493388.031000,2894.726154,0.94,1.52,2.9,WP027
445464.983731,493388.031000,2892.846769,0.71,0.92,3.11,WP027
445464.299691,493388.031000,2890.967383,0.73,0.67,3.06,WP027
445463.615650,493388.031000,2889.087998,0.62,0.48,3.14,WP027
445462.931610,493388.031000,2887.208613,0.4,0.42,3,WP027
445462.247570,493388.031000,2885.329228,0.41,0.59,3.02,WP027
445461.563530,493388.031000,2883.449842,0.51,0.48,3.08,WP027
445460.879489,493388.031000,2881.570457,0.8,0.51,3.01,WP027
445460.195449,493388.031000,2879.691072,0.72,0.37,3.02,WP027
445459.511409,493388.031000,2877.811687,0.34,0.29,3.24,WP027
445458.827368,493388.031000,2875.932301,0.45,0.27,3.08,WP027
445458.143328,493388.031000,2874.052916,0.41,0.5,3.21,WP027
445457.459288,493388.031000,2872.173531,0.71,0.51,2.97,WP027
445456.775248,493388.031000,2870.294146,0.76,0.91,2.99,WP027
445456.091207,493388.031000,2868.414760,0.51,0.44,3.08,WP027
445455.407167,493388.031000,2866.535375,0.47,0.44,3.08,WP027
445454.723127,493388.031000,2864.655990,0.63,0.35,3.02,WP027
445454.039086,493388.031000,2862.776605,0.62,0.47,3.14,WP027
445453.355046,493388.031000,2860.897219,0.57,1.13,3.21,WP027
445452.671006,493388.031000,2859.017834,0.4,3.9,2.93,WP027
445451.986966,493388.031000,2857.138449,0.32,0.91,2.85,WP027
445451.302925,493388.031000,2855.259064,0.44,0.25,2.86,WP027
445450.618885,493388.031000,2853.379678,0.71,0.26,2.99,WP027
445449.934845,493388.031000,2851.500293,0.47,0.53,3.08,WP027
445449.250804,493388.031000,2849.620908,0.57,0.46,2.89,WP027
445448.566764,493388.031000,2847.741523,0.55,1.51,3.05,WP027
445447.882724,493388.031000,2845.862137,0.62,1.93,3.08,WP027
445447.198684,493388.031000,2843.982752,0.28,0.76,3.02,WP027
445446.514643,493388.031000,2842.103367,0.37,0.59,3.17,WP027
445445.830603,493388.031000,2840.223982,0.43,0.79,3.05,WP027
445445.146563,493388.031000,2838.344597,0.41,0.97,3.07,WP027
445444.462522,493388.031000,2836.465211,0.45,0.34,3.01,WP027
445443.778482,493388.031000,2834.585826,0.51,0.41,3.13,WP027
445443.094442,493388.031000,2832.706441,0.34,0.51,3.16,WP027
445442.410402,493388.031000,2830.827056,0.68,2.76,3.08,WP027
445441.726361,493388.031000,2828.947670,0.42,0.48,3.02,WP027
445441.042321,493388.031000,2827.068285,0.42,0.19,3.01,WP027
445440.358281,493388.031000,2825.188900,0.4,0.17,3.07,WP027
445439.674240,493388.031000,2823.309515,0.46,0.18,3.12,WP027
445438.990200,493388.031000,2821.430129,0.88,5.06,3.17,WP027
445438.306160,493388.031000,2819.550744,0.88,1.65,3.13,WP027
445437.622120,493388.031000,2817.671359,0.64,0.97,3.16,WP027
445436.938079,493388.031000,2815.791974,0.4,0.47,3.12,WP027
445436.254039,493388.031000,2813.912588,0.46,0.6,3.11,WP027
445435.569999,493388.031000,2812.033203,0.71,0.89,3.01,WP027
445434.885958,493388.031000,2810.153818,1.05,0.56,3.05,WP027
445434.201918,493388.031000,2808.274433,0.96,0.81,2.97,WP027
445433.517878,493388.031000,2806.395047,0.81,1.02,3.15,WP027
445432.833837,493388.031000,2804.515662,0.61,0.29,3.01,WP027
445432.149797,493388.031000,2802.636277,0.78,0.62,2.92,WP027
445431.465757,493388.031000,2800.756892,1.12,0.72,3.09,WP027
445430.781717,493388.031000,2798.877506,0.84,0.35,3.11,WP027
445430.097676,493388.031000,2796.998121,0.69,0.31,3.04,WP027
445429.413636,493388.031000,2795.118736,0.92,0.89,3.05,WP027
445428.729596,493388.031000,2793.239351,0.64,0.46,3.01,WP027
445428.045555,493388.031000,2791.359965,0.7,0.5,3.14,WP027
445427.361515,493388.031000,2789.480580,0.63,0.33,3.09,WP027
445426.677475,493388.031000,2787.601195,0.69,0.91,2.92,WP027
445425.993435,493388.031000,2785.721810,0.6,0.86,3.05,WP027
445425.309394,493388.031000,2783.842425,0.65,0.38,3.21,WP027
445424.625354,493388.031000,2781.963039,0.66,0.73,3.12,WP027
445423.941314,493388.031000,2780.083654,0.43,0.5,3.15,WP027
445423.257273,493388.031000,2778.204269,0.68,0.47,3.07,WP027
445422.573233,493388.031000,2776.324884,0.77,0.58,3.14,WP027
445421.889193,493388.031000,2774.445498,0.91,1.31,3.02,WP027
445421.205153,493388.031000,2772.566113,0.62,7.26,3.02,WP027
445420.521112,493388.031000,2770.686728,0.27,0.42,3.05,WP027
445419.837072,493388.031000,2768.807343,0.11,0.53,2.96,WP027
445419.153032,493388.031000,2766.927957,0.09,0.35,2.99,WP027
445418.605800,493388.031000,2765.424451,0.14,0.09,3.04,WP027
445587.813993,493609.778015,2881.035694,,,,WP028
445587.129979,493609.772046,2879.156309,1.54,0.8,,WP028
445586.445964,493609.766077,2877.276924,1.6,1.07,,WP028
445585.761950,493609.760107,2875.397538,1.66,0.61,,WP028
445585.077936,493609.754138,2873.518153,2.21,0.58,,WP028
445584.393922,493609.748169,2871.638768,2.26,0.45,,WP028
445583.709907,493609.742200,2869.759383,1.98,0.65,,WP028
445583.025893,493609.736230,2867.879997,2.27,0.37,,WP028
445582.341879,493609.730261,2866.000612,2.15,0.3,,WP028
445581.657865,493609.724292,2864.121227,2.06,0.4,,WP028
445580.973850,493609.718322,2862.241842,2.61,0.3,,WP028
445580.289836,493609.712353,2860.362457,2.49,1.9,,WP028
445579.605822,493609.706384,2858.483071,2.3,0.28,,WP028
445578.921808,493609.700414,2856.603686,1.96,0.37,,WP028
445578.237794,493609.694445,2854.724301,2.13,0.28,2.05,WP028
445577.553779,493609.688476,2852.844916,1.52,0.26,2.33,WP028
445576.869765,493609.682507,2850.965530,1.93,0.28,2.15,WP028
445576.185751,493609.676537,2849.086145,2.66,0.23,2.38,WP028
445575.501737,493609.670568,2847.206760,2.61,0.36,2.54,WP028
445574.817722,493609.664599,2845.327375,2.81,0.29,2.61,WP028
445574.133708,493609.658629,2843.447989,4.05,0.28,2.24,WP028
445573.449694,493609.652660,2841.568604,5.43,0.65,2.76,WP028
445572.765680,493609.646691,2839.689219,5.15,0.25,2.92,WP028
445572.081665,493609.640721,2837.809834,6,0.39,3,WP028
445571.397651,493609.634752,2835.930448,4.49,0.32,2.85,WP028
445570.713637,493609.628783,2834.051063,4.36,0.38,2.97,WP028
445570.029623,493609.622814,2832.171678,4.71,0.38,2.99,WP028
445569.345608,493609.616844,2830.292293,3.99,0.24,2.78,WP028
445568.661594,493609.610875,2828.412907,3.3,0.21,2.89,WP028
445567.977580,493609.604906,2826.533522,4.8,0.32,2.93,WP028
445567.293566,493609.598936,2824.654137,4.24,0.17,3.05,WP028
445566.609551,493609.592967,2822.774752,3.86,0.23,2.99,WP028
445565.925537,493609.586998,2820.895366,5.24,0.26,2.86,WP028
445565.241523,493609.581028,2819.015981,5.62,0.39,2.92,WP028
445564.557509,493609.575059,2817.136596,4.27,0.3,2.86,WP028
445563.873494,493609.569090,2815.257211,5.15,0.34,2.92,WP028
445563.189480,493609.563120,2813.377825,6,0.51,2.91,WP028
445562.505466,493609.557151,2811.498440,3.27,0.65,2.85,WP028
445561.821452,493609.551182,2809.619055,3.74,0.39,2.89,WP028
445561.137438,493609.545213,2807.739670,4.33,0.28,2.89,WP028
445560.453423,493609.539243,2805.860285,6.5,0.45,2.96,WP028
445559.769409,493609.533274,2803.980899,3.58,0.6,2.94,WP028
445559.085395,493609.527305,2802.101514,2.95,0.48,2.9,WP028
445558.401381,493609.521335,2800.222129,3.52,0.45,2.83,WP028
445557.717366,493609.515366,2798.342744,2.88,0.68,2.9,WP028
445557.033352,493609.509397,2796.463358,3.17,1.17,2.91,WP028
445556.349338,493609.503427,2794.583973,2.8,2.43,2.98,WP028
445555.665324,493609.497458,2792.704588,3.39,11.94,2.96,WP028
445554.981309,493609.491489,2790.825203,4.43,0.57,2.89,WP028
445554.297295,493609.485520,2788.945817,3.39,0.39,2.81,WP028
445553.613281,493609.479550,2787.066432,5.02,0.5,2.92,WP028
445552.929267,493609.473581,2785.187047,3.3,0.41,2.97,WP028
445552.245252,493609.467612,2783.307662,2.61,0.43,2.86,WP028
445551.561238,493609.461642,2781.428276,2.3,0.53,2.93,WP028
445550.877224,493609.455673,2779.548891,2.64,0.58,2.91,WP028
445550.193210,493609.449704,2777.669506,2.55,0.97,3.02,WP028
445549.509195,493609.443734,2775.790121,2.78,1.4,2.9,WP028
445548.825181,493609.437765,2773.910735,3.01,0.52,2.88,WP028
445548.141167,493609.431796,2772.031350,4.11,1.22,2.92,WP028
445547.457153,493609.425827,2770.151965,2.45,0.41,2.86,WP028
445546.773138,493609.419857,2768.272580,2.13,1.4,2.86,WP028
445546.089124,493609.413888,2766.393194,2.65,1.29,2.91,WP028
445545.405110,493609.407919,2764.513809,2.4,1.15,2.93,WP028
445544.721096,493609.401949,2762.634424,2.69,1.02,2.99,WP028
445544.037081,493609.395980,2760.755039,2.14,0.41,2.89,WP028
445543.353067,493609.390011,2758.875653,2.56,0.34,2.82,WP028
445542.669053,493609.384041,2756.996268,2.03,0.21,2.86,WP028
445541.985039,493609.378072,2755.116883,3.11,0.65,2.99,WP028
445541.301025,493609.372103,2753.237498,3.13,1.24,2.96,WP028
445540.617010,493609.366134,2751.358113,4.18,0.36,2.98,WP028
445539.932996,493609.360164,2749.478727,4.9,0.71,2.99,WP028
445539.248982,493609.354195,2747.599342,3.64,0.35,2.99,WP028
445538.564968,493609.348226,2745.719957,3.77,0.32,3.01,WP028
445537.880953,493609.342256,2743.840572,4.14,0.29,2.9,WP028
445537.196939,493609.336287,2741.961186,3.01,0.26,2.86,WP028
445536.512925,493609.330318,2740.081801,3.52,0.21,3.02,WP028
445535.828911,493609.324348,2738.202416,2.46,0.16,3.13,WP028
445535.144896,493609.318379,2736.323031,2.84,0.21,2.94,WP028
445534.460882,493609.312410,2734.443645,2.63,0.22,3.04,WP028
445533.776868,493609.306441,2732.564260,2.8,0.25,2.91,WP028
445533.092854,493609.300471,2730.684875,3.33,0.16,2.97,WP028
445532.408839,493609.294502,2728.805490,3,0.18,3.02,WP028
445531.724825,493609.288533,2726.926104,4.08,0.41,2.97,WP028
445531.040811,493609.282563,2725.046719,3.77,0.36,2.91,WP028
445530.356797,493609.276594,2723.167334,3.06,0.29,3.02,WP028
445529.672782,493609.270625,2721.287949,3.14,0.3,3.01,WP028
445528.988768,493609.264655,2719.408563,3.42,0.34,2.97,WP028
445528.304754,493609.258686,2717.529178,3.17,0.31,2.97,WP028
445527.620740,493609.252717,2715.649793,2.91,0.4,2.84,WP028
445526.936725,493609.246747,2713.770408,3.01,0.38,3,WP028
445526.252711,493609.240778,2711.891022,3.49,0.33,2.82,WP028
445525.568697,493609.234809,2710.011637,3.42,0.36,2.96,WP028
445524.884683,493609.228840,2708.132252,5.4,0.9,2.99,WP028
445524.200669,493609.222870,2706.252867,2.57,0.37,3.01,WP028
445523.516654,493609.216901,2704.373481,2.66,0.55,2.91,WP028
445522.832640,493609.210932,2702.494096,4.18,0.48,2.93,WP028
445522.148626,493609.204962,2700.614711,3.52,0.28,2.81,WP028
445521.464612,493609.198993,2698.735326,3.01,0.19,2.93,WP028
445520.780597,493609.193024,2696.855941,3.27,0.79,2.85,WP028
445520.096583,493609.187054,2694.976555,4.08,0.4,2.84,WP028
445519.412569,493609.181085,2693.097170,5.06,0.58,2.99,WP028
445518.728555,493609.175116,2691.217785,4.8,1,2.89,WP028
445518.044540,493609.169147,2689.338400,3.71,0.68,2.91,WP028
445517.360526,493609.163177,2687.459014,3.55,0.6,2.98,WP028
445516.676512,493609.157208,2685.579629,3.07,0.34,2.96,WP028
445515.992498,493609.151239,2683.700244,2.14,0.22,2.94,WP028
445515.308483,493609.145269,2681.820859,2.55,0.27,2.89,WP028
445514.624469,493609.139300,2679.941473,3.28,0.32,2.89,WP028
445513.940455,493609.133331,2678.062088,2.47,0.37,2.83,WP028
445513.256441,493609.127361,2676.182703,2.86,0.48,2.89,WP028
445512.572426,493609.121392,2674.303318,3.53,0.61,2.97,WP028
445511.888412,493609.115423,2672.423932,2.82,0.7,2.83,WP028
445511.204398,493609.109454,2670.544547,2.59,0.38,2.86,WP028
445510.520384,493609.103484,2668.665162,3.14,0.41,2.89,WP028
445509.836369,493609.097515,2666.785777,2.71,0.51,2.96,WP028
445509.152355,493609.091546,2664.906391,3.16,0.32,2.94,WP028
445508.468341,493609.085576,2663.027006,2.77,0.41,2.89,WP028
445507.784327,493609.079607,2661.147621,2.5,0.34,2.83,WP028
445507.100313,493609.073638,2659.268236,2.41,0.48,2.89,WP028
445506.416298,493609.067668,2657.388850,2.83,0.45,2.84,WP028
445505.732284,493609.061699,2655.509465,3.34,0.5,2.98,WP028
445505.048270,493609.055730,2653.630080,3.61,0.56,2.89,WP028
445504.364256,493609.049761,2651.750695,3.52,0.44,2.9,WP028
445503.680241,493609.043791,2649.871309,3.38,0.57,2.86,WP028
445502.996227,493609.037822,2647.991924,3.03,0.36,2.96,WP028
445502.312213,493609.031853,2646.112539,2.11,0.27,2.9,WP028
445501.628199,493609.025883,2644.233154,2.24,0.64,2.81,WP028
445500.944184,493609.019914,2642.353769,2.41,0.47,2.88,WP028
445500.260170,493609.013945,2640.474383,2.36,0.38,2.82,WP028
445499.576156,493609.007975,2638.594998,2.1,0.89,2.77,WP028
445498.892142,493609.002006,2636.715613,2.46,0.28,2.93,WP028
445498.208127,493608.996037,2634.836228,2.85,0.62,2.89,WP028
445497.524113,493608.990068,2632.956842,0.64,0.1,2.88,WP028
445496.840099,493608.984098,2631.077457,0.04,,2.84,WP028
445496.156085,493608.978129,2629.198072,0.03,0.01,2.84,WP028
445495.472070,493608.972160,2627.318687,-0.02,0.16,2.74,WP028
445494.788056,493608.966190,2625.439301,0.03,0.07,2.7,WP028
445494.104042,493608.960221,2623.559916,0.06,0.01,2.7,WP028
445493.420028,493608.954252,2621.680531,0.41,0.09,2.76,WP028
